sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
27357;SDS011;14831;50.474;7.616;2026-05-09T02:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T02:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:00:07;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:35:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:40:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:45:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T03:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:00:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T04:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T05:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:00:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:05:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:10:07;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:25:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T06:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T07:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T08:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:25:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T09:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:25:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T10:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T11:55:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:00:08;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:25:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T12:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T13:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:00:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T14:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:50:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T15:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:00:08;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:30:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T16:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:00:09;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:15:07;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T17:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T18:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:00:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:10:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:40:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T19:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:25:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T20:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:15:07;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T21:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:00:21;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:15:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T22:55:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:00:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:05:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:10:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:15:06;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:20:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:25:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:30:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:35:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:40:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:45:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:50:05;31.3;;;19.3;;
27357;SDS011;14831;50.474;7.616;2026-05-09T23:55:05;31.3;;;19.3;;
